Dependent,Independent,Lag,ACF,Significant
TTF,JKM,1,-0.07665691694090664,TRUE
TTF,JKM,2,-0.05072011978548465,TRUE
TTF,JKM,3,-0.009083770965759238,FALSE
TTF,JKM,4,0.05567408337431609,TRUE
TTF,JKM,5,-0.06211966284741543,TRUE
TTF,JKM,6,-0.026297309624717463,FALSE
TTF,JKM,7,0.006933914979476965,FALSE
TTF,JKM,8,2.896543894435408e-4,FALSE
TTF,JKM,9,-0.030378417891124623,FALSE
TTF,JKM,10,-0.04065851319985031,TRUE
TTF,JKM,11,0.027438719677517726,FALSE
TTF,JKM,12,8.251936995326213e-5,FALSE
TTF,JKM,13,-0.0072836293274085254,FALSE
TTF,JKM,14,0.05126667571635382,TRUE
TTF,JKM,15,0.010707423235101368,FALSE
TTF,JKM,16,-0.006344999246301482,FALSE
TTF,JKM,17,-0.027709466656411295,FALSE
TTF,JKM,18,0.028652768901667573,FALSE
TTF,JKM,19,0.029840053879747037,FALSE
TTF,JKM,20,0.03639436464762672,FALSE
TTF,JKM,21,0.027645772718625162,FALSE
TTF,JKM,22,0.00266294015840394,FALSE
TTF,JKM,23,0.03813953741436203,FALSE
TTF,JKM,24,-0.005513763138469085,FALSE
TTF,JKM,25,-0.003883515493517053,FALSE
TTF,JKM,26,-0.005701409685215958,FALSE
TTF,JKM,27,0.010517773369158321,FALSE
TTF,JKM,28,0.011559820489516872,FALSE
TTF,JKM,29,-0.05550597312739083,TRUE
TTF,JKM,30,-0.008850262285616516,FALSE
TTF,JKM,31,0.015332452771762935,FALSE
TTF,JKM,32,-0.00613718766021333,FALSE
TTF,JKM,33,-0.019333374666250323,FALSE
TTF,JKM,34,0.031042453492218774,FALSE
TTF,NBP,1,0.19638829758050447,TRUE
TTF,NBP,2,0.10779494554101261,TRUE
TTF,NBP,3,0.02979771743953203,FALSE
TTF,NBP,4,-0.08914726104096285,TRUE
TTF,NBP,5,-0.050168509402818966,TRUE
TTF,NBP,6,-0.1050011863088343,TRUE
TTF,NBP,7,-0.06124334228543604,TRUE
TTF,NBP,8,-0.001971064685538462,FALSE
TTF,NBP,9,-0.06774810603483163,TRUE
TTF,NBP,10,0.050827934852780046,TRUE
TTF,NBP,11,0.024054729322928306,FALSE
TTF,NBP,12,0.013333432094095338,FALSE
TTF,NBP,13,-0.002198990789227178,FALSE
TTF,NBP,14,0.03953615282474465,TRUE
TTF,NBP,15,-0.014460272440469107,FALSE
TTF,NBP,16,0.007973858730544481,FALSE
TTF,NBP,17,-0.03138270211238977,FALSE
TTF,NBP,18,0.0019820836951539157,FALSE
TTF,NBP,19,0.0028215331041033216,FALSE
TTF,NBP,20,0.026327026212695857,FALSE
TTF,NBP,21,-0.03246485475071757,FALSE
TTF,NBP,22,-0.00458673711383785,FALSE
TTF,NBP,23,-0.010400961700062569,FALSE
TTF,NBP,24,-0.012340648475993744,FALSE
TTF,NBP,25,-0.009486005254977323,FALSE
TTF,NBP,26,-0.0019153221880206727,FALSE
TTF,NBP,27,0.02140471939361801,FALSE
TTF,NBP,28,0.03605580656619361,FALSE
TTF,NBP,29,0.024959422377575948,FALSE
TTF,NBP,30,-0.02712104890745335,FALSE
TTF,NBP,31,-0.0205768956078654,FALSE
TTF,NBP,32,-0.006415433044397579,FALSE
TTF,NBP,33,-0.029408000464993464,FALSE
TTF,NBP,34,-0.024018019144070812,FALSE
TTF,HH,1,-0.018976314855607645,FALSE
TTF,HH,2,-0.06368655840300969,TRUE
TTF,HH,3,-0.04186238248987168,TRUE
TTF,HH,4,0.06909535013615097,TRUE
TTF,HH,5,-0.05408170075477837,TRUE
TTF,HH,6,-0.03236257969258661,FALSE
TTF,HH,7,0.03064133494351139,FALSE
TTF,HH,8,0.005438582048024735,FALSE
TTF,HH,9,-0.02908938906043405,FALSE
TTF,HH,10,-0.049427360378042316,TRUE
TTF,HH,11,0.0265494695677073,FALSE
TTF,HH,12,0.003097937832453812,FALSE
TTF,HH,13,-0.006063368413254869,FALSE
TTF,HH,14,0.034283341665105584,FALSE
TTF,HH,15,0.004933444135693443,FALSE
TTF,HH,16,-0.030756956085189704,FALSE
TTF,HH,17,-0.04294539503295016,TRUE
TTF,HH,18,0.003974533301990027,FALSE
TTF,HH,19,0.018252958620197095,FALSE
TTF,HH,20,0.03410429546411542,FALSE
TTF,HH,21,0.0017319971823175364,FALSE
TTF,HH,22,-0.006786680669156534,FALSE
TTF,HH,23,0.022445987135910846,FALSE
TTF,HH,24,-0.010094302607557344,FALSE
TTF,HH,25,-0.0018355056076569452,FALSE
TTF,HH,26,-3.155787337326187e-4,FALSE
TTF,HH,27,0.009551722477853256,FALSE
TTF,HH,28,-2.5150593459573523e-4,FALSE
TTF,HH,29,-0.0702757818736657,TRUE
TTF,HH,30,-0.01470854619231015,FALSE
TTF,HH,31,0.006173820894063771,FALSE
TTF,HH,32,-0.015659097034368987,FALSE
TTF,HH,33,0.00200148925613834,FALSE
TTF,HH,34,0.03362715986514018,FALSE
HH,JKM,1,-0.08488081935387008,TRUE
HH,JKM,2,0.02719565334313954,FALSE
HH,JKM,3,-0.021515047683554753,FALSE
HH,JKM,4,0.004735927421521006,FALSE
HH,JKM,5,-0.05618308600976209,TRUE
HH,JKM,6,-0.02280774873398781,FALSE
HH,JKM,7,-0.0235335453235291,FALSE
HH,JKM,8,0.01880072251619032,FALSE
HH,JKM,9,-0.020329905379449915,FALSE
HH,JKM,10,0.03743482678545056,FALSE
HH,JKM,11,-0.026048513644726965,FALSE
HH,JKM,12,-0.005378665286241562,FALSE
HH,JKM,13,-0.01252823787629068,FALSE
HH,JKM,14,0.007314132053238482,FALSE
HH,JKM,15,-0.026184269492778214,FALSE
HH,JKM,16,0.014476060687495592,FALSE
HH,JKM,17,-0.0038778528891378465,FALSE
HH,JKM,18,0.014242653874022817,FALSE
HH,JKM,19,0.03492728644083091,FALSE
HH,JKM,20,0.02875125710074075,FALSE
HH,JKM,21,0.004135787224105165,FALSE
HH,JKM,22,-0.022191478714282512,FALSE
HH,JKM,23,-0.017470718850284055,FALSE
HH,JKM,24,-0.03806568583491786,FALSE
HH,JKM,25,-0.00478464737635709,FALSE
HH,JKM,26,-0.0055330725390103815,FALSE
HH,JKM,27,-0.019509211583266774,FALSE
HH,JKM,28,-0.023323508674487785,FALSE
HH,JKM,29,-0.01669754775854581,FALSE
HH,JKM,30,-0.014169336338270725,FALSE
HH,JKM,31,0.00867601707065799,FALSE
HH,JKM,32,-0.009236409146819452,FALSE
HH,JKM,33,0.01261454247418542,FALSE
HH,JKM,34,0.040066262472819546,TRUE
HH,NBP,1,-0.10307583372057079,TRUE
HH,NBP,2,0.0019210802384319464,FALSE
HH,NBP,3,-0.023129451532347457,FALSE
HH,NBP,4,0.0023953662678064887,FALSE
HH,NBP,5,-0.05971408904119454,TRUE
HH,NBP,6,-0.018156299703239977,FALSE
HH,NBP,7,-0.01758534492483517,FALSE
HH,NBP,8,0.01993073956676173,FALSE
HH,NBP,9,-0.029369652693670825,FALSE
HH,NBP,10,0.037747069289239814,FALSE
HH,NBP,11,-0.028590533945446202,FALSE
HH,NBP,12,-0.005268589954202358,FALSE
HH,NBP,13,-0.01062072383469699,FALSE
HH,NBP,14,0.004336454388423673,FALSE
HH,NBP,15,-0.026781300335023097,FALSE
HH,NBP,16,0.007535810271640424,FALSE
HH,NBP,17,-0.004890731981140934,FALSE
HH,NBP,18,0.009943933993616661,FALSE
HH,NBP,19,0.02565487524189134,FALSE
HH,NBP,20,0.02153932636892016,FALSE
HH,NBP,21,-5.417465165704685e-6,FALSE
HH,NBP,22,-0.028660819793777242,FALSE
HH,NBP,23,-0.021868723120132973,FALSE
HH,NBP,24,-0.03589016022017577,FALSE
HH,NBP,25,-0.005784652623841965,FALSE
HH,NBP,26,-0.005441813097238421,FALSE
HH,NBP,27,-0.021861294449509672,FALSE
HH,NBP,28,-0.015288444333713767,FALSE
HH,NBP,29,-0.011460419819319752,FALSE
HH,NBP,30,-0.0189175341022341,FALSE
HH,NBP,31,0.009064531048388617,FALSE
HH,NBP,32,-0.019899250279377344,FALSE
HH,NBP,33,0.011642836453234032,FALSE
HH,NBP,34,0.04369577181413819,TRUE
HH,TTF,1,-0.10122614843181679,TRUE
HH,TTF,2,0.0057688187694482675,FALSE
HH,TTF,3,-0.02289935397078661,FALSE
HH,TTF,4,0.0074806227895953216,FALSE
HH,TTF,5,-0.061995772802089066,TRUE
HH,TTF,6,-0.01786471952011201,FALSE
HH,TTF,7,-0.01763273617730022,FALSE
HH,TTF,8,0.01622420426276179,FALSE
HH,TTF,9,-0.03110078614652986,FALSE
HH,TTF,10,0.03549779278128654,FALSE
HH,TTF,11,-0.03122787428095738,FALSE
HH,TTF,12,-0.009516846147940721,FALSE
HH,TTF,13,-0.01221044302557593,FALSE
HH,TTF,14,0.005052683809867627,FALSE
HH,TTF,15,-0.027305123767163292,FALSE
HH,TTF,16,0.009021068344416612,FALSE
HH,TTF,17,-0.004725423436641541,FALSE
HH,TTF,18,0.008159524304958699,FALSE
HH,TTF,19,0.023210714335978336,FALSE
HH,TTF,20,0.019120369914945,FALSE
HH,TTF,21,-6.353649253571369e-4,FALSE
HH,TTF,22,-0.03292811171669157,FALSE
HH,TTF,23,-0.023988194679527595,FALSE
HH,TTF,24,-0.039360295466942696,TRUE
HH,TTF,25,-0.009303894318871145,FALSE
HH,TTF,26,-0.007823473240580492,FALSE
HH,TTF,27,-0.022782333642262613,FALSE
HH,TTF,28,-0.018254397603966473,FALSE
HH,TTF,29,-0.008635331483251003,FALSE
HH,TTF,30,-0.01659520493562164,FALSE
HH,TTF,31,0.007481925315987804,FALSE
HH,TTF,32,-0.01878022871037957,FALSE
HH,TTF,33,0.010871088341403672,FALSE
HH,TTF,34,0.04212456916178128,TRUE
