Date,Pair,Correlation
2016-04-04,JKM-NBP,0.24370573382231212
2016-04-05,JKM-NBP,0.24141735773274225
2016-04-06,JKM-NBP,0.24297570225174833
2016-04-07,JKM-NBP,0.240417105761904
2016-04-18,JKM-NBP,0.18874425293545308
2016-04-19,JKM-NBP,0.1912203398786454
2016-04-20,JKM-NBP,0.20778919919653127
2016-04-21,JKM-NBP,0.2727067924581489
2016-04-22,JKM-NBP,0.2768803611391361
2016-04-25,JKM-NBP,0.22727430944523958
2016-04-26,JKM-NBP,0.22126127597609718
2016-04-27,JKM-NBP,0.20665121433765513
2016-04-28,JKM-NBP,0.16998394016019655
2016-04-29,JKM-NBP,0.17370621124496302
2016-05-02,JKM-NBP,0.17356570321384074
2016-05-03,JKM-NBP,0.18703413310229886
2016-05-04,JKM-NBP,0.18545208608218244
2016-05-05,JKM-NBP,0.1907117006495461
2016-05-06,JKM-NBP,0.20138181070767583
2016-05-09,JKM-NBP,0.20217261911244036
2016-05-10,JKM-NBP,0.19324906168639167
2016-05-11,JKM-NBP,0.21068310712194327
2016-05-12,JKM-NBP,0.209854749132207
2016-05-16,JKM-NBP,0.21212602161196942
2016-05-17,JKM-NBP,0.21173147536507406
2016-05-18,JKM-NBP,0.20422267465055863
2016-05-19,JKM-NBP,0.20260720229432
2016-05-20,JKM-NBP,0.202493068189878
2016-05-23,JKM-NBP,0.10783349917915601
2016-05-24,JKM-NBP,0.10784279455505014
2016-05-25,JKM-NBP,0.118314176843925
2016-05-26,JKM-NBP,0.1293634975006474
2016-05-27,JKM-NBP,0.14448915982038313
2016-05-31,JKM-NBP,0.14709846431373935
2016-06-01,JKM-NBP,0.13111124071162436
2016-06-02,JKM-NBP,0.14173029544017557
2016-06-03,JKM-NBP,0.1469999173369039
2016-06-06,JKM-NBP,0.1476892418124014
2016-06-07,JKM-NBP,0.14812807232243952
2016-06-08,JKM-NBP,0.14854512627251967
2016-06-09,JKM-NBP,0.14874969581603376
2016-06-10,JKM-NBP,0.13998602889078252
2016-06-13,JKM-NBP,0.13902863799265772
2016-06-14,JKM-NBP,0.13870262849039308
2016-06-15,JKM-NBP,0.13611082871387523
2016-06-16,JKM-NBP,0.12878140977693753
2016-06-17,JKM-NBP,0.12595281804414443
2016-06-20,JKM-NBP,0.13460226362979424
2016-06-21,JKM-NBP,0.08744927305364793
2016-06-22,JKM-NBP,0.08747129720436543
2016-06-23,JKM-NBP,0.0868215508042351
2016-06-24,JKM-NBP,0.09067067642436613
2016-06-27,JKM-NBP,0.09493516718650323
2016-06-28,JKM-NBP,0.09578628652490792
2016-06-29,JKM-NBP,0.09391621996018061
2016-06-30,JKM-NBP,0.08957539358951189
2016-07-01,JKM-NBP,0.0923200413182009
2016-07-05,JKM-NBP,0.09579603566215619
2016-07-06,JKM-NBP,0.07965674469387785
2016-07-07,JKM-NBP,0.07457072313586675
2016-07-08,JKM-NBP,0.06398641889126193
2016-07-11,JKM-NBP,0.06167175217595807
2016-07-12,JKM-NBP,0.06309658711410432
2016-07-13,JKM-NBP,0.05986604120309685
2016-07-14,JKM-NBP,0.2013390462037425
2016-07-15,JKM-NBP,0.21503082943263624
2016-07-18,JKM-NBP,0.21575694715500385
2016-07-19,JKM-NBP,0.12048372436081721
2016-07-20,JKM-NBP,0.1365404102801083
2016-07-21,JKM-NBP,0.16290331944388498
2016-07-22,JKM-NBP,0.12956486264324435
2016-07-25,JKM-NBP,0.13159834296105663
2016-07-26,JKM-NBP,0.1667520314002445
2016-07-27,JKM-NBP,0.16070025320304054
2016-07-28,JKM-NBP,0.1644651499169948
2016-07-29,JKM-NBP,0.11054410050942114
2016-08-01,JKM-NBP,0.13049373330370095
2016-08-02,JKM-NBP,0.14680499726642288
2016-08-03,JKM-NBP,0.1728504383989519
2016-08-04,JKM-NBP,0.18754708391231364
2016-08-05,JKM-NBP,0.1893807714904173
2016-08-08,JKM-NBP,0.20612405190602615
2016-08-09,JKM-NBP,0.20692708801802287
2016-08-10,JKM-NBP,0.20471828134705852
2016-08-11,JKM-NBP,0.20792011185369227
2016-08-12,JKM-NBP,0.22772639586711543
2016-08-15,JKM-NBP,0.2274238647001492
2016-08-16,JKM-NBP,0.093362511462281
2016-08-17,JKM-NBP,0.09740862310727377
2016-08-18,JKM-NBP,0.09949545778206184
2016-08-19,JKM-NBP,0.0022188506490869063
2016-08-22,JKM-NBP,-0.014269341146722654
2016-08-23,JKM-NBP,-0.04178291555332473
2016-08-24,JKM-NBP,-0.04279981061346228
2016-08-25,JKM-NBP,-0.04240312379727296
2016-08-26,JKM-NBP,-0.06089755205084398
2016-08-29,JKM-NBP,-0.06050807988566248
2016-08-30,JKM-NBP,-0.05934171976210004
2016-08-31,JKM-NBP,-0.0824023017343939
2016-09-01,JKM-NBP,-0.08440445735916152
2016-09-02,JKM-NBP,-0.08714116759841779
2016-09-06,JKM-NBP,-0.08426148394688816
2016-09-07,JKM-NBP,-0.07994885765351216
2016-09-08,JKM-NBP,-0.08007304634137681
2016-09-09,JKM-NBP,-0.07865493449175866
2016-09-12,JKM-NBP,-0.09342442807166129
2016-09-13,JKM-NBP,-0.0881793562617841
2016-09-14,JKM-NBP,-0.10485169825701632
2016-09-15,JKM-NBP,-0.07596227333396736
2016-09-16,JKM-NBP,-0.062274401524266665
2016-09-19,JKM-NBP,-0.06048457129248974
2016-09-20,JKM-NBP,-0.0615986590851339
2016-09-21,JKM-NBP,-0.07665865700477381
2016-09-22,JKM-NBP,-0.07836093617654294
2016-09-23,JKM-NBP,-0.0725529900452075
2016-09-26,JKM-NBP,-0.06981163622382416
2016-09-27,JKM-NBP,-0.06576737960373177
2016-09-28,JKM-NBP,-0.05530892047491013
2016-09-29,JKM-NBP,-0.055490875447047984
2016-09-30,JKM-NBP,-0.01884915480273619
2016-10-03,JKM-NBP,-0.014324924770832642
2016-10-04,JKM-NBP,-0.012557537007949081
2016-10-05,JKM-NBP,-0.013671120359732914
2016-10-06,JKM-NBP,-0.014775003800993688
2016-10-07,JKM-NBP,-0.015044012052502177
2016-10-10,JKM-NBP,-0.01706858819495395
2016-10-11,JKM-NBP,-0.05378361522719072
2016-10-12,JKM-NBP,-0.06422983890794064
2016-10-13,JKM-NBP,-0.07144705406589986
2016-10-17,JKM-NBP,0.038770450813887816
2016-10-18,JKM-NBP,0.045893364482739236
2016-10-19,JKM-NBP,0.04364147440110507
2016-10-20,JKM-NBP,0.044092436399726175
2016-10-21,JKM-NBP,0.03830375691706919
2016-10-24,JKM-NBP,0.036238919860091465
2016-10-25,JKM-NBP,0.03832170441979707
2016-10-26,JKM-NBP,0.03833633130798056
2016-10-27,JKM-NBP,0.03714468516933324
2016-10-28,JKM-NBP,0.02453129365259184
2016-10-31,JKM-NBP,0.02161246730856369
2016-11-01,JKM-NBP,0.01588139793152865
2016-11-02,JKM-NBP,0.009065988271777353
2016-11-03,JKM-NBP,0.006891061948769636
2016-11-04,JKM-NBP,0.002874814706563472
2016-11-07,JKM-NBP,0.003635263873580261
2016-11-08,JKM-NBP,-0.0010274952330091088
2016-11-09,JKM-NBP,-0.00595456461867034
2016-11-10,JKM-NBP,0.02959686555383522
2016-11-11,JKM-NBP,0.03023595695616935
2016-11-14,JKM-NBP,0.03716729753348542
2016-11-15,JKM-NBP,0.11350187439448921
2016-11-16,JKM-NBP,0.07218617953097693
2016-11-17,JKM-NBP,0.10219317774872572
2016-11-18,JKM-NBP,0.09424522110896733
2016-11-21,JKM-NBP,0.0805385792259138
2016-11-22,JKM-NBP,0.08356040979428982
2016-11-23,JKM-NBP,0.07889484501318957
2016-11-25,JKM-NBP,0.07781058698454325
2016-11-28,JKM-NBP,0.12120053449931006
2016-11-29,JKM-NBP,0.12165907557110955
2016-11-30,JKM-NBP,0.12557275139585494
2016-12-01,JKM-NBP,0.11068128765178357
2016-12-02,JKM-NBP,0.10365998995509385
2016-12-05,JKM-NBP,0.07200531481928184
2016-12-06,JKM-NBP,0.04941172945299788
2016-12-07,JKM-NBP,0.046648572079643943
2016-12-08,JKM-NBP,0.045728738913554154
2016-12-09,JKM-NBP,0.04315209581772984
2016-12-12,JKM-NBP,0.05548319195297097
2016-12-13,JKM-NBP,0.05212880765905397
2016-12-14,JKM-NBP,0.06600571378991302
2016-12-15,JKM-NBP,0.06260382949122331
2016-12-16,JKM-NBP,0.11916283499492103
2016-12-19,JKM-NBP,0.13026558116692868
2016-12-20,JKM-NBP,0.13052658614459975
2016-12-21,JKM-NBP,0.12958140288569925
2016-12-22,JKM-NBP,0.11436780438487675
2016-12-23,JKM-NBP,0.11223782770019951
2016-12-28,JKM-NBP,0.10690427363247176
2016-12-29,JKM-NBP,0.10225871858987405
2016-12-30,JKM-NBP,0.08962168819314877
2017-01-03,JKM-NBP,0.10020928650550542
2017-01-04,JKM-NBP,0.09674588689289437
2017-01-05,JKM-NBP,0.09878248907168033
2017-01-06,JKM-NBP,0.10131323064973521
2017-01-09,JKM-NBP,0.09119205467034096
2017-01-10,JKM-NBP,0.07221682216402782
2017-01-11,JKM-NBP,0.06710871176181593
2017-01-12,JKM-NBP,0.07273731825107503
2017-01-13,JKM-NBP,-0.018148600060551075
2017-01-17,JKM-NBP,0.06083816260051425
2017-01-18,JKM-NBP,0.06089707129005493
2017-01-19,JKM-NBP,0.058889450110446065
2017-01-20,JKM-NBP,0.06048411453022364
2017-01-23,JKM-NBP,0.05925874481967917
2017-01-24,JKM-NBP,0.059950033428190226
2017-01-25,JKM-NBP,0.06054345894017382
2017-01-26,JKM-NBP,0.05975945957763857
