Date,Pair,Spread
2018-02-27,TTF-HH,0.7399297578665777
2018-02-28,TTF-HH,0.645340784300646
2018-03-01,TTF-HH,0.6447368552878034
2018-03-02,TTF-HH,0.6674011376108642
2018-03-05,TTF-HH,0.642320921286356
2018-03-06,TTF-HH,0.6412601927114385
2018-03-07,TTF-HH,0.6307429783898741
2018-03-08,TTF-HH,0.6646237637474113
2018-03-09,TTF-HH,0.7087639860497994
2018-03-12,TTF-HH,0.7378493265316677
2018-03-13,TTF-HH,0.7233748465245455
2018-03-14,TTF-HH,0.6809900958539417
2018-03-15,TTF-HH,0.7267067615485081
2018-03-16,TTF-HH,0.7112121879575842
2018-03-19,TTF-HH,0.7281734609898471
2018-03-20,TTF-HH,0.7416702863755402
2018-03-21,TTF-HH,0.7665780037556567
2018-03-22,TTF-HH,0.7560843055117478
2018-03-23,TTF-HH,0.73583543716069
2018-03-26,TTF-HH,0.6994299237394407
2018-03-27,TTF-HH,0.7001829437067861
2018-03-28,TTF-HH,0.6920346271353417
2018-03-29,TTF-HH,0.6690764016673918
2018-04-03,TTF-HH,0.673678201712615
2018-04-04,TTF-HH,0.6738300865875102
2018-04-05,TTF-HH,0.6877118752662625
2018-04-06,TTF-HH,0.6782270977450188
2018-04-09,TTF-HH,0.7073422755841188
2018-04-10,TTF-HH,0.7326429948870373
2018-04-11,TTF-HH,0.7485907292201142
2018-04-12,TTF-HH,0.7405890618115312
2018-04-13,TTF-HH,0.7420243958719785
2018-04-16,TTF-HH,0.7276118004271614
2018-04-17,TTF-HH,0.714288088973194
2018-04-18,TTF-HH,0.7277725787509499
2018-04-19,TTF-HH,0.7781515322898074
2018-04-20,TTF-HH,0.7494025865107741
2018-04-23,TTF-HH,0.7574575734884743
2018-04-24,TTF-HH,0.7296881800229245
2018-04-25,TTF-HH,0.7373804355367708
2018-04-26,TTF-HH,0.7397235898223731
2018-04-27,TTF-HH,0.7614902559877887
2018-04-30,TTF-HH,0.7817557853433676
2018-05-01,TTF-HH,0.7459739167543182
2018-05-02,TTF-HH,0.7491045991453011
2018-05-03,TTF-HH,0.7603531789656781
2018-05-04,TTF-HH,0.7909357593822388
2018-05-08,TTF-HH,0.7966758583726794
2018-05-09,TTF-HH,0.8025732241824557
2018-05-10,TTF-HH,0.7772818818310234
2018-05-11,TTF-HH,0.7968134606705022
2018-05-14,TTF-HH,0.8006342161182594
2018-05-15,TTF-HH,0.8071619592843908
2018-05-16,TTF-HH,0.8092315174848226
2018-05-17,TTF-HH,0.8240956670751951
2018-05-18,TTF-HH,0.819827797984858
2018-05-21,TTF-HH,0.8447526821234528
2018-05-22,TTF-HH,0.8392581613573031
2018-05-23,TTF-HH,0.827943215877156
2018-05-24,TTF-HH,0.8184603722800816
2018-05-25,TTF-HH,0.7819715892076802
2018-05-29,TTF-HH,0.8429156014941852
2018-05-30,TTF-HH,0.852385170398454
2018-05-31,TTF-HH,0.8080655327646165
2018-06-01,TTF-HH,0.7666762256423068
2018-06-04,TTF-HH,0.7862831088476891
2018-06-05,TTF-HH,0.7783402965178743
2018-06-06,TTF-HH,0.768610784337417
2018-06-07,TTF-HH,0.7726646781373749
2018-06-08,TTF-HH,0.7811960814192325
2018-06-11,TTF-HH,0.7517551292025102
2018-06-12,TTF-HH,0.7760387068558099
2018-06-13,TTF-HH,0.7950931659474816
2018-06-14,TTF-HH,0.7988280496208942
2018-06-15,TTF-HH,0.7467789034825869
2018-06-18,TTF-HH,0.7895042229514093
2018-06-19,TTF-HH,0.7853176403596025
2018-06-20,TTF-HH,0.7538511832059516
2018-06-21,TTF-HH,0.7537915747958328
2018-06-22,TTF-HH,0.7689757187437745
2018-06-25,TTF-HH,0.7725317596640595
2018-06-26,TTF-HH,0.7608916832755688
