Hub,N,Mean,SD,Min,P5,Median,P95,Max,Skew,Kurt,JB_stat,JB_p
Brent_crude,2522,2.4209899280651794,0.30985017825421,0.45261188653386625,1.900613848916549,2.4718183690291564,2.845991392657334,3.1338436791301025,-1.0939234590754072,2.8364694452713213,1348.4538231323404,0
HH,2522,1.1037573805114935,0.34806727402722487,0.39339252687389514,0.5877866649021191,1.0584844975773304,1.8670445600348533,2.2700619012884857,0.9735440233876809,1.2061402413800657,551.259405608026,0
JKM,2522,2.2792424983884514,0.6620439113127807,0.6906440503418269,1.259880436264232,2.288232554609614,3.5388774237318095,4.24785217818525,0.24383036331368116,0.12526968476656952,26.639200669223506,1.6419921387011982e-6
NBP,2522,2.141937801115247,0.7094675420968711,0.026641930946421092,1.0872816291706837,2.115110133648809,3.471752110759514,4.320457035256722,0.23843022472126185,0.2396810993506313,29.932243260789928,3.164433405311584e-7
TTF,2522,2.0471374632965,0.7693755661988695,0.02761516703297339,0.9709868176656581,1.9682306025852543,3.540819249185429,4.599242652823293,0.560465988931841,0.35669141197759346,145.40562232134002,0
