Hub,LB_Q10,LB_p10,LB_Q20,LB_p20
Brent_crude,53.12033100554191,7.072471719382634e-8,100.73437922851765,9.304779169383437e-13
HH,48.702625189271494,4.6174917522900927e-7,55.84708147844975,3.0650671511756045e-5
JKM,8.519391709961415,0.5782387645481393,28.611769065270042,0.09568996267149454
NBP,23.7748289043683,0.008221026566179734,43.31819623699236,0.0018552828160011137
TTF,48.12017938094608,5.900829243010719e-7,63.00684471144353,2.415101860830937e-6
