Pair,Beta_eff_LR_terminal_fwd,Beta_eff_LR_terminal_rev,LR_CI_1_fwd,LR_CI_1_rev,Delta_LR_terminal_fwd,Delta_LR_terminal_rev,AR_Stable_fwd,AR_Stable_rev,Corr_gas_oil_fwd,Corr_gas_oil_rev,Mean_abs_LR_gap,LR_near_1_threshold,Both_LR_near_1,Both_AR_stable,Note
JKM - NBP,0.5789235535936192,0.9360212200421238,0,15.03968253968254,0.8430635874330722,0.7475240024677884,TRUE,TRUE,0.7992184928584302,0.7992756656448222,0.3570976664485046,0.3,FALSE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
JKM - TTF,0.6217319475248294,0.8472576900746809,13.174603174603176,16.587301587301585,0.5740722970954991,0.6489789842564561,TRUE,TRUE,0.8200030257945744,0.7992756656448222,0.22552574254985147,0.3,FALSE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
JKM - HH,0.0655039535021428,0.2372761019534152,1.1904761904761905,0,1.235499912670937,0.44658992665507236,TRUE,TRUE,0.5460195742683231,0.7992756656448222,0.1717721484512724,0.3,FALSE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
NBP - TTF,1.0600925192038542,0.9126727873321269,78.2936507936508,44.920634920634924,0.08273052804791295,-0.18366114109998136,TRUE,TRUE,0.8200030257945744,0.7992184928584302,0.1474197318717273,0.3,TRUE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
NBP - HH,0.060553078838385274,0.17827747932087432,0.6349206349206349,0,1.4560649046405392,0.2596631627411589,TRUE,TRUE,0.5460195742683231,0.7992184928584302,0.11772440048248904,0.3,FALSE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
TTF - HH,0.062173317964927796,0.17903860328081198,0,0,1.3948957517450142,0.2570756956749567,TRUE,TRUE,0.5460195742683231,0.8200030257945744,0.11686528531588418,0.3,FALSE,TRUE,LR_near_1_threshold is a diagnostic heuristic. LR CIs are approximate.
