Dependent,Independent,Date,v_t,F_t,LogLik_t
TTF,NBP,2022-02-24,0.022697411994697436,4.672857069421542e-4,2.3641069937772694
TTF,NBP,2022-02-25,-0.0029064687201243444,4.116944544696027e-4,2.96841651403214
TTF,NBP,2022-02-28,0.00616504292718556,112.0064128267071,-3.2782167663910657
TTF,NBP,2022-03-01,0.012311451948995522,0.03300510701017737,0.7843117647830581
TTF,NBP,2022-03-02,-0.024312793057343907,0.0013718271345209765,2.1614204070300165
TTF,NBP,2022-03-03,0.0021482649880377735,4.050871747040387e-4,2.9810692435504875
TTF,NBP,2022-03-04,0.013631254233299472,5.0181242631477e-4,2.694563560419262
TTF,NBP,2022-03-07,0.010911095772259571,4.8073375966294497e-4,2.777336717399561
TTF,NBP,2022-03-08,-0.001146396565101071,4.355212663486885e-4,2.9490361366773423
TTF,NBP,2022-03-09,-8.739907572565819e-4,5.734825223468772e-4,2.8122870318920707
TTF,NBP,2022-03-10,0.03372126132201014,4.601851399322103e-4,1.6874958003271836
TTF,NBP,2022-03-11,-0.011288318702426636,3.909581848605502e-4,2.8415499853728705
TTF,NBP,2022-03-14,-5.973097164777563e-4,3.959523985508766e-4,2.9977192140402877
TTF,NBP,2022-03-15,-0.006645537826568848,3.7087450372631553e-4,2.9713456344114952
TTF,NBP,2022-03-16,0.0011454459609723244,3.7820301462906e-4,3.01936660260933
TTF,NBP,2022-03-17,-0.012653750326482527,3.6563831597208053e-4,2.8190384394087875
TTF,NBP,2022-03-18,0.008561788349386923,3.640777628704605e-4,2.9394619035015497
TTF,NBP,2022-03-21,0.0015611916072328924,3.655152002744977e-4,3.0348287254235293
TTF,NBP,2022-03-22,-0.01855696307432897,3.639760618843736e-4,2.5672184002887284
TTF,NBP,2022-03-23,-6.116636401287678e-5,4.106476134698672e-4,2.9799444610937607
TTF,NBP,2022-03-24,-9.689684415330468e-4,3.7809108246686883e-4,3.0200075512031552
TTF,NBP,2022-03-25,0.017155855449965784,3.7982590530544945e-4,2.6315151379594726
TTF,NBP,2022-03-28,-0.01770369516974757,3.7012428709547375e-4,2.608497887933196
TTF,NBP,2022-03-29,-0.01601386438593755,3.809700479111701e-4,2.680889419013039
TTF,NBP,2022-03-30,0.017462472198001677,3.893077756338616e-4,2.6149904236260664
TTF,NBP,2022-03-31,0.0022257853259297633,3.926482705083013e-4,2.99605103504001
TTF,NBP,2022-04-01,0.03600546190740106,3.985414881902432e-4,1.3684889457395406
TTF,NBP,2022-04-04,0.03025635259755477,3.7529012321250077e-4,1.8053148198560287
TTF,NBP,2022-04-05,3.720898914716386e-5,3.720387181039147e-4,3.0293159201813022
TTF,NBP,2022-04-06,-0.0057745696636102295,3.704696406093216e-4,2.986426424505178
TTF,NBP,2022-04-07,0.0025288011281161538,3.691269289767826e-4,3.024584354175098
TTF,NBP,2022-04-08,0.01710420188672801,3.6737345282845246e-4,2.637457905994074
TTF,NBP,2022-04-11,0.031967686939530005,3.660723263230205e-4,1.6415937673403926
TTF,NBP,2022-04-12,0.03201726708119912,3.6062765259751403e-4,1.6236142330089214
TTF,NBP,2022-04-13,0.011518149168393332,3.6282872650091286e-4,2.859027074875534
TTF,NBP,2022-04-14,0.08726961523843624,3.842769292412529e-4,-6.896366655178207
TTF,NBP,2022-04-19,0.009508579982086651,3.470859091467028e-4,2.9337845962269204
TTF,NBP,2022-04-20,-0.02659892959663157,3.4983799641558945e-4,2.0488949594841404
TTF,NBP,2022-04-21,0.005010656615636044,3.5669764437551004e-4,3.015179278244345
TTF,NBP,2022-04-22,0.051206105270581226,3.5711133301056586e-4,-0.621422402424181
TTF,NBP,2022-04-25,0.09108716896227875,3.500849432741937e-4,-8.79007006160308
TTF,NBP,2022-04-26,0.06047173741574685,3.4237155609220365e-4,-2.269573758426883
TTF,NBP,2022-04-27,0.12370228654940307,3.421949407197779e-4,-19.287847736332147
TTF,NBP,2022-04-28,0.07741870519478544,3.4746624157375834e-4,-5.561320224908094
