Hub,ADF_stat,ADF_1pct,ADF_5pct,ADF_10pct,ADF_lag,ADF_reject_5pct,PP_stat,PP_p,PP_reject_5pct,KPSS_stat,KPSS_p,KPSS_reject_5pct
JKM,-1.555506091500619,-3.43,-2.86,-2.57,20,FALSE,-7.349963607343321,0.6997883028427094,FALSE,9.474909873222446,0.01,TRUE
NBP,-1.7778108350975517,-3.43,-2.86,-2.57,20,FALSE,-9.811130492630179,0.5625216522622777,FALSE,10.584964400983603,0.01,TRUE
TTF,-1.4608816499022474,-3.43,-2.86,-2.57,20,FALSE,-6.98655817065563,0.7200565127698978,FALSE,10.918838373777778,0.01,TRUE
HH,-2.777576914380277,-3.43,-2.86,-2.57,20,FALSE,-17.79347765796043,0.11732223660892635,FALSE,2.5741946897435612,0.01,TRUE
Brent_MA3,-2.6534694009788806,-3.43,-2.86,-2.57,20,FALSE,-2.824655829161929,0.9421417696583766,FALSE,11.102582183374022,0.01,TRUE
