Dependent,Independent,Lag,ACF,Significant
HH,JKM,8,0.012989809018894136,FALSE
HH,JKM,9,-0.024424264286046674,FALSE
HH,JKM,10,0.029076749389231174,FALSE
HH,JKM,11,-0.02700583238574417,FALSE
HH,JKM,12,-0.006924479498308383,FALSE
HH,JKM,13,-0.01266886500007626,FALSE
HH,JKM,14,0.004020635725982382,FALSE
HH,JKM,15,-0.02586925290599375,FALSE
HH,JKM,16,0.01341111635664458,FALSE
HH,JKM,17,-0.002171014183717894,FALSE
HH,JKM,18,0.011099822679177682,FALSE
HH,JKM,19,0.036538630966607026,FALSE
HH,JKM,20,0.026510099767154155,FALSE
HH,JKM,21,0.0041068987928015955,FALSE
HH,JKM,22,-0.018229986088820996,FALSE
HH,JKM,23,-0.022032716781495522,FALSE
HH,JKM,24,-0.033735943499234075,FALSE
HH,JKM,25,-0.009371343119089787,FALSE
HH,JKM,26,-0.008961528857820669,FALSE
HH,JKM,27,-0.024781974390163077,FALSE
HH,JKM,28,-0.026500007853797143,FALSE
HH,JKM,29,-0.015067323568228002,FALSE
HH,JKM,30,-0.017229790783731557,FALSE
HH,JKM,31,0.010546862923052524,FALSE
HH,JKM,32,-0.0040554676327861335,FALSE
HH,JKM,33,0.011700661680250924,FALSE
HH,JKM,34,0.04409747492652189,TRUE
HH,NBP,1,-0.05901725306556225,TRUE
HH,NBP,2,0.04888827595971991,TRUE
HH,NBP,3,-0.026715914337390727,FALSE
HH,NBP,4,0.0028125011211548967,FALSE
HH,NBP,5,-0.06591045049063309,TRUE
HH,NBP,6,-0.021579988275188148,FALSE
HH,NBP,7,-0.02182718787493349,FALSE
HH,NBP,8,0.010325432235822928,FALSE
HH,NBP,9,-0.02623765499313623,FALSE
HH,NBP,10,0.02365904560064987,FALSE
HH,NBP,11,-0.026809794395471334,FALSE
HH,NBP,12,-0.005208161049286834,FALSE
HH,NBP,13,-0.010614769095996766,FALSE
HH,NBP,14,0.015977283148012864,FALSE
HH,NBP,15,-0.02048493697657078,FALSE
HH,NBP,16,0.009689017023774933,FALSE
HH,NBP,17,0.0014909421652698142,FALSE
HH,NBP,18,0.0054755309972490335,FALSE
HH,NBP,19,0.019057039885577713,FALSE
HH,NBP,20,0.02149196441562199,FALSE
HH,NBP,21,0.004457514689586424,FALSE
HH,NBP,22,-0.024346596763709483,FALSE
HH,NBP,23,-0.026662611768644234,FALSE
HH,NBP,24,-0.04400734639339596,TRUE
HH,NBP,25,-0.0135702683424001,FALSE
HH,NBP,26,-0.00810212864342692,FALSE
HH,NBP,27,-0.026804892184249637,FALSE
